participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.role,player.payoff,player.is_dictator,player.dictator_payoff,player.partner_id_in_group,player.task1_points,player.allocation_points,player.market_points,player.belief_points,player.total_combined_payoff,player.payment_sgd,group.id_in_subsession,subsession.round_number,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
1,qvfebldb,,0,587,587,FinalPage,ThankYou,2026-09-16 05:16:27.267099,1,,,500.0,1,,0.0,0,0.0,19,50.0,84.5,307.0,90.0,531.5,11.0,1,1,5ogs5ura,,,,,0
2,vbjq2y24,,0,587,587,FinalPage,ThankYou,2026-09-16 05:16:27.586302,1,,,888.89,2,,99.0,1,99.0,6,50.0,75.0,703.0,0.0,927.0,18.0,1,1,5ogs5ura,,,,,0
3,fjbh3h2b,,0,587,587,FinalPage,ThankYou,2026-09-16 05:16:27.633391,1,,,1277.78,3,,30.0,0,30.0,16,70.0,113.0,1110.0,0.0,1323.0,25.0,1,1,5ogs5ura,,,,,0
4,j0v5am99,,0,587,587,FinalPage,ThankYou,2026-09-16 05:16:28.512590,1,,,55.56,4,,25.0,0,25.0,17,87.5,94.0,-142.0,0.0,64.5,3.0,1,1,5ogs5ura,,,,,0
5,wz4uvd97,,0,587,587,FinalPage,ThankYou,2026-09-16 05:16:28.547078,1,,,722.22,5,,80.0,1,80.0,10,72.5,98.75,472.0,0.0,723.25,15.0,1,1,5ogs5ura,,,,,0
6,bw46f79x,,0,587,587,FinalPage,ThankYou,2026-09-16 05:16:28.718813,1,,,944.44,6,,1.0,0,1.0,2,300.0,135.3,515.0,0.0,951.3,19.0,1,1,5ogs5ura,,,,,0
7,42qlc5nb,,0,587,587,FinalPage,ThankYou,2026-09-16 05:16:28.741028,1,,,888.89,7,,100.0,1,100.0,22,160.0,144.0,505.0,0.0,909.0,18.0,1,1,5ogs5ura,,,,,0
8,jw6ngkbn,,0,587,587,FinalPage,ThankYou,2026-09-16 05:16:28.756835,1,,,1166.67,8,,100.0,1,100.0,23,300.0,142.5,585.0,93.75,1221.25,23.0,1,1,5ogs5ura,,,,,0
9,booloaq9,,0,587,587,FinalPage,ThankYou,2026-09-16 05:16:28.796456,1,,,944.44,9,,100.0,1,100.0,13,150.0,144.0,590.0,0.0,984.0,19.0,1,1,5ogs5ura,,,,,0
10,2pc7nfit,,0,587,587,FinalPage,ThankYou,2026-09-16 05:16:28.842084,1,,,833.33,10,,20.0,0,20.0,5,180.0,144.0,505.0,0.0,849.0,17.0,1,1,5ogs5ura,,,,,0
11,t7rx3zw3,,0,587,587,FinalPage,ThankYou,2026-09-16 05:16:28.859938,1,,,944.44,11,,0.0,0,0.0,24,75.0,106.0,720.0,82.5,983.5,19.0,1,1,5ogs5ura,,,,,0
12,p48n4bh0,,0,587,587,FinalPage,ThankYou,2026-09-16 05:16:28.869908,1,,,666.67,12,,50.0,1,50.0,21,75.0,109.0,450.0,0.0,684.0,14.0,1,1,5ogs5ura,,,,,0
13,folcs8ow,,0,587,587,FinalPage,ThankYou,2026-09-16 05:16:28.891871,1,,,944.44,13,,0.0,0,0.0,9,75.0,106.0,770.0,0.0,951.0,19.0,1,1,5ogs5ura,,,,,0
14,cfp8kvc9,,0,587,587,FinalPage,ThankYou,2026-09-16 05:16:28.907618,1,,,166.67,14,,0.0,0,0.0,18,75.0,106.0,30.0,0.0,211.0,5.0,1,1,5ogs5ura,,,,,0
15,tt26hkpl,,0,587,587,FinalPage,ThankYou,2026-09-16 05:16:29.004337,1,,,222.22,15,,100.0,1,100.0,20,0.0,106.0,30.0,0.0,236.0,6.0,1,1,5ogs5ura,,,,,0
16,jfy8jxqv,,0,587,587,FinalPage,ThankYou,2026-09-16 05:16:28.995970,1,,,888.89,16,,70.0,1,70.0,3,200.0,162.5,500.0,0.0,932.5,18.0,1,1,5ogs5ura,,,,,0
17,eveqm1ww,,0,587,587,FinalPage,ThankYou,2026-09-16 05:16:29.059992,1,,,611.11,17,,75.0,1,75.0,4,125.0,112.5,350.0,0.0,662.5,13.0,1,1,5ogs5ura,,,,,0
