participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.role,player.payoff,player.is_dictator,player.dictator_payoff,player.partner_id_in_group,player.task1_points,player.allocation_points,player.market_points,player.belief_points,player.total_combined_payoff,player.payment_sgd,group.id_in_subsession,subsession.round_number,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
1,cfn8fv6w,,0,587,587,FinalPage,ThankYou,2026-09-14 06:16:59.777071,1,,,611.11,1,,80.0,1,80.0,23,140.0,147.0,255.0,37.5,659.5,13.0,1,1,99iosefo,,,,,0
2,a1q00v4p,,0,587,587,FinalPage,ThankYou,2026-09-14 06:16:59.895789,1,,,1388.89,2,,100.0,1,100.0,7,300.0,146.0,815.0,37.5,1398.5,27.0,1,1,99iosefo,,,,,0
3,rucumqi6,,0,587,587,FinalPage,ThankYou,2026-09-14 06:16:59.987057,1,,,1222.22,3,,0.0,0,0.0,15,150.0,148.0,905.0,37.5,1240.5,24.0,1,1,99iosefo,,,,,0
4,lbzqe7lh,,0,587,587,FinalPage,ThankYou,2026-09-14 06:17:00.402890,1,,,555.56,4,,50.0,1,50.0,8,133.0,147.0,255.0,0.0,585.0,12.0,1,1,99iosefo,,,,,0
5,i42igenv,,0,587,587,FinalPage,ThankYou,2026-09-14 06:17:00.510083,1,,,944.44,5,,0.0,0,0.0,20,160.0,146.5,670.0,0.0,976.5,19.0,1,1,99iosefo,,,,,0
6,2nkc141x,,0,587,587,FinalPage,ThankYou,2026-09-14 06:17:00.564137,1,,,722.22,6,,0.0,0,0.0,22,75.0,72.5,545.0,37.5,730.0,15.0,1,1,99iosefo,,,,,0
7,oqud1wxk,,0,587,587,FinalPage,ThankYou,2026-09-14 06:17:00.583781,1,,,500.0,7,,0.0,0,0.0,2,80.0,99.625,345.0,0.0,524.63,11.0,1,1,99iosefo,,,,,0
8,a6q31ex7,,0,587,587,FinalPage,ThankYou,2026-09-14 06:17:00.593150,1,,,555.56,8,,50.0,0,50.0,4,85.0,99.625,345.0,0.0,579.63,12.0,1,1,99iosefo,,,,,0
9,o60mnzij,,0,587,587,FinalPage,ThankYou,2026-09-14 06:17:00.600802,1,,,277.78,9,,40.0,0,40.0,21,80.0,95.75,90.0,0.0,305.75,7.0,1,1,99iosefo,,,,,0
10,bnt5i99k,,0,587,587,FinalPage,ThankYou,2026-09-14 06:17:00.609096,1,,,1277.78,10,,0.0,0,0.0,17,66.5,88.0,900.0,225.0,1279.5,25.0,1,1,99iosefo,,,,,0
11,zrywj9fx,,0,587,587,FinalPage,ThankYou,2026-09-14 06:17:00.638517,1,,,722.22,11,,0.0,0,0.0,14,300.0,105.25,356.0,0.0,761.25,15.0,1,1,99iosefo,,,,,0
12,i44g0thi,,0,587,587,FinalPage,ThankYou,2026-09-14 06:17:00.645494,1,,,1111.11,12,,0.0,0,0.0,19,120.0,99.5,893.0,0.0,1112.5,22.0,1,1,99iosefo,,,,,0
13,s9ryf5kv,,0,587,587,FinalPage,ThankYou,2026-09-14 06:17:00.652437,1,,,222.22,13,,0.0,0,0.0,20,123.0,122.5,17.0,0.0,262.5,6.0,1,1,99iosefo,,,,,0
14,oe31za5u,,0,587,587,FinalPage,ThankYou,2026-09-14 06:17:00.679392,1,,,1166.67,14,,100.0,1,100.0,11,150.0,99.5,860.0,0.0,1209.5,23.0,1,1,99iosefo,,,,,0
15,v86y9zyn,,0,587,587,FinalPage,ThankYou,2026-09-14 06:17:00.686214,1,,,888.89,15,,100.0,1,100.0,3,161.0,99.5,324.0,206.25,890.75,18.0,1,1,99iosefo,,,,,0
16,3p6ks3hb,,0,587,587,FinalPage,ThankYou,2026-09-14 06:17:00.693437,1,,,722.22,16,,94.0,1,94.0,24,90.0,90.775,463.0,0.0,737.77,15.0,1,1,99iosefo,,,,,0
17,y5kgtmfb,,0,587,587,FinalPage,ThankYou,2026-09-14 06:17:00.700222,1,,,1000.0,17,,100.0,1,100.0,10,85.0,86.875,714.5,37.5,1023.88,20.0,1,1,99iosefo,,,,,0
18,ebzeqzcf,,0,587,587,FinalPage,ThankYou,2026-09-14 06:17:00.708228,1,,,111.11,18,,100.0,1,100.0,25,50.0,84.92500000000001,-126.0,37.5,146.43,4.0,1,1,99iosefo,,,,,0
19,pb6d6kev,,0,587,587,FinalPage,ThankYou,2026-09-14 06:17:00.749218,1,,,777.78,19,,100.0,1,100.0,12,50.0,101.5,441.0,112.5,805.0,16.0,1,1,99iosefo,,,,,0
20,m8xnbw73,,0,587,587,FinalPage,ThankYou,2026-09-14 06:17:00.778695,1,,,1000.0,20,,100.0,1,100.0,13,75.0,85.9,732.5,37.5,1030.9,20.0,1,1,99iosefo,,,,,0
21,an9ihpoe,,0,587,587,FinalPage,ThankYou,2026-09-14 06:17:00.785536,1,,,833.33,21,,60.0,1,60.0,9,85.0,66.25,285.0,337.5,833.75,17.0,1,1,99iosefo,,,,,0
22,rbyuqaqn,,0,587,587,FinalPage,ThankYou,2026-09-14 06:17:00.797356,1,,,111.11,22,,100.0,1,100.0,6,60.0,66.25,-112.5,0.0,113.75,4.0,1,1,99iosefo,,,,,0
